code;classification
B01AC23;Cilostazol
B01AC24;Ticagrelor
B01AC27;Selexipag
B01AC30;Комбинации антиагрегантов
B01AD;Ферментные препараты
B01AD01;Streptokinase
B01AD02;Alteplase
B01AD03;Anistreplase
B01AD04;Urokinase
B01AD05;Fibrinolysin
B01AD06;Brinase
B01AD07;Reteplase
B01AD08;Saruplase
B01AD09;Ancrod
B01AD10;Drotrecogin alfa (activated)
B01AD11;Tenecteplase
B01AD12;Protein C
B01AE;Прямые ингибиторы тромбина
B01AE01;Desirudin
B01AE02;Lepirudin
B01AE03;Argatroban
B01AE04;Melagatran
B01AE05;Ximelagatran
B01AE06;Bivalirudin
B01AE07;Dabigatran etexilate
B01AF;Прямые ингибиторы фактора Xa
B01AF01;Rivaroxaban
B01AF02;Apixaban
B01AX;Прочие антикоагулянты
B01AX01;Defibrotide
B01AX04;Dermatan sulfate
B01AX05;Fondaparinux
B01AX06;Rivaroxaban
B02;Гемостатические препараты
B02A;Ингибиторы фибринолиза
B02AA;Аминокислоты
B02AA01;Aminocaproic acid
B02AA02;Tranexamic acid
B02AA03;Aminomethylbenzoic acid
B02AB;Ингибиторы протеиназ плазмы
B02AB01;Aprotinin
B02AB02;Alfa1-antitrypsin
B02AB03;С1-inhibitor
B02AB04;Camostat
B02B;Витамин K и другие гемостатики
B02BA;Витамин K
B02BA01;Phytomenadione
B02BA02;Menadione
B02BB;Фибриноген
B02BB01;Human fibrinogen
B02BC;Гемостатические препараты для местного применения
B02BC01;Желатиновая абсорбирующая губка
B02BC02;Целлюлоза окисленная
B02BC03;Tetragalacturonic acid hydroxymethylester
B02BC05;Adrenalone
B02BC06;Thrombin
B02BC07;Collagen
B02BC08;Calcium alginate
B02BC09;Epinephrine
B02BC10;Fibrinogen, human
B02BC30;Комбинации
B02BD;Факторы свертывания крови
B02BD01;Фактор свертывания крови II, VII, IX и X в комбинации
B02BD02;Coagulation factor VIII
B02BD03;Factor VIII inhibitor bypassing activity
B02BD04;Coagulation factor IX
B02BD05;Coagulation factor VII
B02BD06;Фактор свертывания крови VIII в комбинации с фактором Виллебранда
B02BD07;Coagulation factor XIII
B02BD08;Eptacog alfa (activated)
B02BD09;Nonacog alfa
B02BD10;Фактор Виллебранда
B02BD30;Thrombin
B02BX;Другие гемостатические препараты для системного применения
B02BX01;Etamsylate
B02BX02;Carbazochrome
B02BX03;Batroxobin
B02BX04;Romiplostim
B02BX05;Eltrombopag
B02BX06;Emicizumab
B03;Антианемические препараты
B03A;Препараты железа
B03AA;Препараты железа (двухвалентного) для приема внутрь
B03AA01;Ferrous glycine sulfate
B03AA02;Ferrous fumarate
B03AA03;Ferrous gluconate
B03AA04;Ferrous carbonate
B03AA05;Ferrous chloride
B03AA06;Ferrous succinate
B03AA07;Ferrous sulfate
B03AA08;Ferrous tartrate
B03AA09;Ferrous aspartate
B03AA10;Ferrous ascorbate
B03AA11;Ferrous iodine
B03AB;Препараты железа (трехвалентного) для приема внутрь
B03AB01;Ferric sodium citrate
B03AB02;Saccharated iron oxide
B03AB03;Sodium feredetate
B03AB04;Ferric hydroxide
B03AB05;Ferric oxide polymaltose complexes
B03AB07;Chodroitin sulfate-iron complex
B03AB08;Ferric acetyl transferrin
B03AB09;Ferric proteinsuccinylate
B03AC;Препараты железа для парентерального применения
B03AD;Препараты железа в комбинации с фолиевой кислотой
B03AD01;Препараты железа в комбинации с аминокислотами и фолиевой кислотой
B03AD02;Железа фумарат в комбинации с фолиевой кислотой
B03AD03;Железа сульфат в комбинации с фолиевой кислотой
B03AD04;Ferric oxide polymaltose complexes
B03AE;Препараты железа в комбинации с другими препаратами
B03AE01;Препараты железа в комбинации с витамином 
B12; и фолиевой кислотой
B03AE02;Препараты железа в комбинации с поливитаминами и фолиевой кислотой
B03AE03;Препараты железа в комбинации с поливитаминами
B03AE04;Препараты железа в комбинации с поливитаминами и минеральными веществами
B03AE10;Препараты железа в комбинации с другими препаратами
B03B;Витамин 
B12; и фолиевая кислота
B03BA;Цианокобаламин и его производные
B03BA01;Cyanocobalamin
B03BA02;Cyanocobalamin tannin complex
B03BA03;Hydroxocobalamin
B03BA04;Cobamamide
B03BA51;Цианокобаламин в комбинации с другими препаратами
B03BA53;Гидроксокобаламин в комбинации с другими препаратами
B03BB;Фолиевая кислота и ее производные
B03BB01;Folic acid
B03BB51;Фолиевая кислота в комбинации с другими препаратами
B03X;Другие антианемические препараты
B03XA;Прочие стимуляторы гемопоэза
B03XA01;Erythropoietin
B03XA02;Darbepoetin alfa
B03XA03;Methoxy polyethylene glycol-epoetin beta
B05;Плазмозамещающие и перфузионные растворы
B05A;Препараты крови
B05AA;Препараты плазмы крови и плазмозамещающие препараты
B05AA01;Albumin
B05AA02;Прочие белковые фракции плазмы крови
B05AA03;Фторкарбоновые кровезаменители
B05AA05;Dextran
B05AA06;Препараты желатина
B05AA07;Hydroxyethylstarch
B05AA08;Haemoglobin crosfumaril
B05AA09;Hemoglobin raffimer
B05AA10;Hemoglobin glutamer (bovine)
B05AX;Продукты крови прочие
B05AX01;Эритроциты
B05AX02;Тромбоциты
B05AX03;Плазма крови
B05AX04;Стволовые клетки из пуповинной крови
B05B;Растворы для в/в введения
B05BA;Растворы для парентерального питания
B05BA01;Аминокислоты
B05BA02;Жировые эмульсии
B05BA03;Углеводы
B05BA04;Гидролизаты белков
B05BA10;Комбинированные препараты для парентерального питания
B05BB;Растворы, влияющие на водно-электролитный баланс
B05BB01;Электролиты
B05BB02;Электролиты в сочетании с углеводами
B05BB03;Trometamol
B05BB04;Электролиты в комбинации с другими препаратами
B05BC;Растворы с осмодиуретическим действием
B05BC01;Mannitol
B05BC02;Carbamide
B05C;Ирригационные растворы
B05CA;Противомикробные растворы
B05CA01;Cetylpyridinium
B05CA02;Chlorhexidine
B05CA03;Nitrofural
B05CA04;Sulfamethizole
B05CA05;Taurolidine
B05CA06;Mandelic acid
B05CA07;Noxytiolin
B05CA08;Ethacridine lactate
B05CA09;Neomycin
B05CA10;Комбинированные противомикробные растворы
B05CB;Солевые растворы
B05CB01;Sodium chloride
B05CB02;Sodium citrate
B05CB03;Magnesium citrate
B05CB04;Sodium bicarbonate
B05CB10;Комбинированные солевые растворы
B05CX;Прочие ирригационные растворы
B05CX01;Dextrose
B05CX02;Sorbitol
B05CX03;Glycine
B05CX04;Mannitol
B05CX10;Комбинированные растворы
B05D;Растворы для перитонеального диализа
B05DA;Изотонические растворы
B05DB;Гипертонические растворы
B05X;Добавки к растворам для в/в введения
